source,split,image,image_path,caption,category,caption_length
RSICD,train,RSICD_3923.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3923.jpg,many buildings are in an industrial area .,infrastructure,8
RSICD,train,RSICD_7217.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7217.jpg,many buildings are in two sides of a railway station .,transportation,11
RSICD,train,RSICD_6501.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6501.jpg,the red pool is surrounded by large rocks .,unknown,9
NWPU,train,NWPU_24060.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24060.jpg,A group of sparse ice cubes floating on the blue sea .,water,12
NWPU,train,NWPU_30982.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30982.jpg,Seven airplanes with a blue fuselage and two white airplanes were on the airport around the building .,urban,18
RSICD,train,RSICD_3647.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3647.jpg,many green trees form a piece of forest .,vegetation,9
NWPU,train,NWPU_4212.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_4212.jpg,The church is surrounded by some buildings with four green roofs .,vegetation,12
RSICD,train,RSICD_1313.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1313.jpg,the short bridge in the downtown area is two-way and six-line .,urban,12
RSICD,train,RSICD_7097.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7097.jpg,many cars and a road are in two sides of a railway station .,transportation,14
RSICD,train,RSICD_2920.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2920.jpg,it is a large piece of yellow desert .,landscape,9
NWPU,train,NWPU_10602.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10602.jpg,The road is next to the ground track field .,vegetation,10
UCM,train,UCM_176.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_176.jpg,Eight different kinds of airplanes are stopped compactly at the airport .,airport,12
RSICD,train,RSICD_4613.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4613.jpg,many green trees and small buildings are in a medium residential area .,vegetation,13
NWPU,train,NWPU_5123.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5123.jpg,"Many green, Neatly arranged circular farmland of different sizes, .",vegetation,10
RSICD,train,RSICD_6330.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6330.jpg,many green trees and several farmlands are around a rectangular pond .,vegetation,12
NWPU,train,NWPU_11328.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11328.jpg,There are many buildings beside the harbor .,water,8
UCM,train,UCM_1822.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1822.jpg,A villa with grey roofs is surrounded by trees and lawn in the sparse residential area .,urban,17
NWPU,train,NWPU_10513.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10513.jpg,"The track and field are built on the lawn, Next to the residential area .",vegetation,15
RSICD,train,RSICD_10449.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10449.jpg,many buildings and some green trees are around a playground .,vegetation,11
UCM,train,UCM_126.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_126.jpg,There is an airplane stopped at the airport .,airport,9
UCM,train,UCM_1727.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1727.jpg,It is a straight runway with some mark lines on it .,airport,12
RSICD,train,RSICD_6336.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6336.jpg,an irregular pond is surrounded by bare land and seven sparse trees.,landscape,12
RSICD,train,RSICD_4122.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4122.jpg,many trees are planted around the factory .,infrastructure,8
RSICD,train,RSICD_683.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_683.jpg,two baseball fields are surrounded by green trees .,vegetation,9
NWPU,train,NWPU_20059.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20059.jpg,There are some buildings beside the railway .,transportation,8
NWPU,train,NWPU_16493.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16493.jpg,There are three rows of mobile homes .,unknown,8
NWPU,train,NWPU_30925.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30925.jpg,Eight airplanes are parked on the open place in the middle of the grass .,vegetation,15
RSICD,train,RSICD_8635.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8635.jpg,some green plants are around a circle square .,vegetation,9
RSICD,train,RSICD_3875.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3875.jpg,some buildings are in an industrial area .,infrastructure,8
RSICD,train,RSICD_493.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_493.jpg,it is a piece of khaki bare land.,landscape,8
RSICD,train,RSICD_2229.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2229.jpg,many buildings and green trees are in a commercial area .,vegetation,11
NWPU,train,NWPU_8255.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8255.jpg,The color of this desert is taupe .,landscape,8
NWPU,train,NWPU_23342.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23342.jpg,Next to the runway is brown bare ground with white line markings on the runway .,airport,16
RSICD,train,RSICD_2508.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2508.jpg,many buildings and green trees are in a dense residential area .,vegetation,12
NWPU,train,NWPU_10067.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10067.jpg,"The golf course has some fairways, Roads, Barrier trees and sandpits and a house is also in the golf course .",urban,21
RSICD,train,RSICD_90.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_90.jpg,a plane is in an airport near many buildings and farmlands .,airport,12
RSICD,train,RSICD_65.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_65.jpg,some planes are parked in an airport .,airport,8
UCM,train,UCM_1402.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1402.jpg,A road go across another two roads with some cars on the roads .,transportation,14
UCM,train,UCM_1873.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1873.jpg,A house with plants surrounded and a road beside in the sparse residential area .,urban,15
RSICD,train,RSICD_2400.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2400.jpg,the tall building is surrounded by dense residential areas .,urban,10
RSICD,train,RSICD_9313.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9313.jpg,eight storage tanks are near some green trees .,vegetation,9
NWPU,train,NWPU_22095.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22095.jpg,"A winding, Light green long river with tributaries, With green mountains on both sides and large buildings .",vegetation,18
NWPU,train,NWPU_30815.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30815.jpg,Two planes were parked next to the terminal .,airport,9
RSICD,train,RSICD_5746.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5746.jpg,the cars were parked neatly on the road .,transportation,9
NWPU,train,NWPU_4739.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_4739.jpg,"A gray prismatic roof with a domed church on the main house, Surrounded by buildings, Trees, Roads and cars .",urban,20
NWPU,train,NWPU_14930.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14930.jpg,There is no grass in some parts of the meadow .,vegetation,11
RSICD,train,RSICD_4899.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4899.jpg,there is a bald valley stretches through those green mountains,vegetation,10
UCM,train,UCM_218.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_218.jpg,A regular baseball diamond compose of manicured lawns and sand .,unknown,11
NWPU,train,NWPU_16176.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16176.jpg,The mobile home park is on the open place next to the road .,vegetation,14
RSICD,train,RSICD_4322.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4322.jpg,this meadow has light green grass and dark green ones mixed with each other .,vegetation,15
NWPU,train,NWPU_29617.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29617.jpg,There are five thermal power stations in this industrial area .,infrastructure,11
UCM,train,UCM_1035.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1035.jpg,Many boats docked neatly at the harbor and the water is deep blue .,water,14
RSICD,train,RSICD_10446.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10446.jpg,a large building and some green trees are around a playground .,vegetation,12
NWPU,train,NWPU_13579.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13579.jpg,The land on the island is rough .,landscape,8
NWPU,train,NWPU_3326.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3326.jpg,A bridge is over the turbid gray river .,transportation,9
NWPU,train,NWPU_24307.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24307.jpg,Sea ice is surrounded by water .,water,7
RSICD,train,RSICD_10326.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10326.jpg,"the complex structure of the plant, which has a variety of different buildings to ensure the efficiency of the factory .",vegetation,21
UCM,train,UCM_1375.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1375.jpg,Many mobile homes are arranged neatly in the mobile home park .,vegetation,12
NWPU,train,NWPU_23360.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23360.jpg,The runway has a threshold marking and the designation marking is 12 .,airport,13
NWPU,train,NWPU_28257.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28257.jpg,The tennis court is on the grass next to some trees .,vegetation,12
NWPU,train,NWPU_1912.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_1912.jpg,There is a road near the basketball court on the lawn .,transportation,12
NWPU,train,NWPU_16208.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16208.jpg,There are some buildings and green trees in the mobile home park .,vegetation,13
NWPU,train,NWPU_23924.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23924.jpg,Some sparse ice cubes float on the blue sea .,water,10
RSICD,train,RSICD_9709.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9709.jpg,a viaduct with a circle and lawns is lying among trees near some buildings and a lake .,water,18
RSICD,train,RSICD_5384.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5384.jpg,there is a river around the vast park .,vegetation,9
RSICD,train,RSICD_8513.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8513.jpg,beside the grey roof is a vast forest .,vegetation,9
NWPU,train,NWPU_24627.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24627.jpg,There is a ship on the shore next to some trees .,unknown,12
RSICD,train,RSICD_3499.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3499.jpg,a large amount of farmland has been planted on the land .,landscape,12
NWPU,train,NWPU_3347.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3347.jpg,Two parallel bridges connect the forests on both sides of the turquoise water .,water,14
UCM,train,UCM_1228.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1228.jpg,It is a medium residential area .,urban,7
NWPU,train,NWPU_19983.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_19983.jpg,These railways go through a industrial area .,infrastructure,8
RSICD,train,RSICD_10455.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10455.jpg,a playground with a basketball field next to it is surrounded by some buildings and plants .,vegetation,17
RSICD,train,RSICD_1301.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1301.jpg,some green plants are in two sides of a river with a bridge on it .,vegetation,16
UCM,train,UCM_739.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_739.jpg,There are lots of emerald green plants in the forest .,vegetation,11
NWPU,train,NWPU_13826.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13826.jpg,Some islands of different sizes without vegetation are surrounded by deep blue waters .,vegetation,14
RSICD,train,RSICD_10813.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10813.jpg,three parallel bridges are on a river with many green plants next to it .,vegetation,15
RSICD,train,RSICD_3348.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3348.jpg,there is a farmland with some parts of house roof pattern .,urban,12
NWPU,train,NWPU_30965.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30965.jpg,An airplane with a yellow fuselage and a white airplane were on the airport and there are many containers around the airplane .,airport,23
RSICD,train,RSICD_4113.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4113.jpg,a large number of tall trees were planted around the factory district .,infrastructure,13
UCM,train,UCM_704.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_704.jpg,A dense forest with dark green plants .,vegetation,8
UCM,train,UCM_1742.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1742.jpg,A straight runway with some mark lines on it .,airport,10
RSICD,train,RSICD_3032.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3032.jpg,some ripples are in a piece of yellow desert .,landscape,10
NWPU,train,NWPU_3646.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3646.jpg,There are some different kinds of bushes make up the chaparral on the desert .,landscape,15
NWPU,train,NWPU_14508.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14508.jpg,The lake with a border that is not obvious lies in a mountainous area and the water is deep green .,water,21
UCM,train,UCM_365.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_365.jpg,The waves violently slapping a white sand beach over and over again .,water,13
RSICD,train,RSICD_9774.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9774.jpg,several large buildings and many green trees are near a viaduct .,vegetation,12
RSICD,train,RSICD_3954.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3954.jpg,several workshop buildings with blue roofs are surrounded by a straight road and bald land .,landscape,16
RSICD,train,RSICD_8528.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8528.jpg,there is a square house in the middle of the forest .,vegetation,12
RSICD,train,RSICD_3910.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3910.jpg,many buildings are in an industrial area .,infrastructure,8
UCM,train,UCM_148.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_148.jpg,Two white airplanes are stopped at the airport and the ground is dark .,airport,14
UCM,train,UCM_767.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_767.jpg,Lots of dark green trees constitute a dense forest .,vegetation,10
NWPU,train,NWPU_8792.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8792.jpg,A sparse forest with some green trees .,vegetation,8
NWPU,train,NWPU_27005.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27005.jpg,The stadium is next to some buildings and a river .,water,11
UCM,train,UCM_408.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_408.jpg,A road next to the buildings .,transportation,7
UCM,train,UCM_1954.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1954.jpg,Two same storage tanks are on the sands .,unknown,9
RSICD,train,RSICD_3024.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3024.jpg,there is a wood grain khaki pattern on the desert .,landscape,11
UCM,train,UCM_162.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_162.jpg,An airplane with blue fuselage is stopped at the airport .,airport,11
UCM,train,UCM_133.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_133.jpg,Three white airplanes are stopped at the airport .,airport,9
NWPU,train,NWPU_3124.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3124.jpg,A bridge that crosses the river bank is connected to the land on both sides of the turquoise water  There are many roads on the land .,water,27
RSICD,train,RSICD_1973.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1973.jpg,a church between two roads are near some buildings and green trees .,vegetation,13
UCM,train,UCM_1201.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1201.jpg,Many houses with plants surrounded in the medium residential area .,urban,11
RSICD,train,RSICD_7657.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7657.jpg,many farmlands are in two sides of a river with two branches .,water,13
RSICD,train,RSICD_2236.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2236.jpg,many buildings and green trees are in a commercial area .,vegetation,11
UCM,train,UCM_157.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_157.jpg,An airplane is stopped at the airport .,airport,8
NWPU,train,NWPU_376.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_376.jpg,There are many buildings of different sizes and shapes at the airport .,airport,13
